"Group","ABCA1","ACTA2","AOC2","CD247","CLDN9","CYSLTR1","DLG3","DOCK5","EPHB2","FCAR","FEZ1","FHL1","FLNA","GLIPR1","GMFB","GRB10","HPD","ITPKC","KANK3","KAZN","KYNU","LONRF1","LTBP4","LY96","LYST","MGLL","MLC1","NCAM1","NKTR","PELP1","PRUNE2","PTGS1","SCARB2","SMPDL3A","SNX13","SPTB","SRSF7","ST6GALNAC2","TAP2","TGFBR3","TNFAIP6","TTC38","VCAN","VNN1","WASHC4","ZDHHC17"
1," 8.907416"," 8.017371"," 7.183961"," 9.569937"," 5.917246"," 6.105645"," 7.837734"," 4.589069"," 5.435447"," 8.338072"," 4.701977"," 4.294787"," 9.036819"," 9.957838"," 7.286449"," 7.930459"," 4.586029"," 6.645128"," 6.964944"," 8.114170"," 8.784757"," 8.063894"," 5.473250","11.802808","11.648261"," 4.925733"," 6.342956"," 6.214628","11.305802"," 7.749999"," 4.946237"," 4.727503"," 6.928214"," 9.203197"," 8.009251"," 7.896206"," 8.820561","11.546477"," 6.587526"," 7.279696","10.312876"," 5.713898","11.106556","10.964469","12.057068","10.448489"
1," 9.877889"," 8.016652"," 7.660204"," 9.779937"," 5.770473"," 5.934813"," 7.906539"," 4.443984"," 5.359062"," 9.286620"," 5.215000"," 4.594638"," 9.670969","10.500664"," 6.847406"," 8.097035"," 5.058504"," 6.400009"," 6.851958"," 8.365232"," 8.644767"," 7.445108"," 5.807127","10.446327","11.376934"," 7.174728"," 6.783825"," 5.779083","11.221409"," 7.825335"," 4.452022"," 6.731850"," 7.859963"," 9.194477"," 7.959961"," 7.786095"," 8.533781","11.517181"," 6.790628"," 7.007966"," 9.674787"," 5.966030","11.041208","10.348301","11.950469","10.231359"
1," 8.316762"," 7.012301"," 7.646619"," 9.417695"," 6.055381"," 5.874204"," 7.399830"," 4.440099"," 5.418825"," 8.893181"," 5.342546"," 4.786032","10.034318","10.442933"," 6.291568"," 7.981909"," 4.571222"," 7.297183"," 7.112410"," 7.855668"," 9.562776"," 7.425347"," 5.542048"," 9.884184","11.395092"," 7.132295"," 7.264984"," 7.277487","11.297658"," 7.794241"," 7.722173"," 6.847767"," 7.135383"," 8.760615"," 7.595116"," 8.107336"," 8.767186","11.348714"," 7.493268"," 7.394334"," 9.568961"," 5.848675","11.051113","10.353480","11.851610"," 9.912771"
1," 9.250880"," 8.991080"," 8.357042"," 9.500774"," 7.251142"," 6.189301"," 7.635251"," 4.639101"," 6.099199"," 9.035724"," 6.526975"," 4.130294"," 9.757028","10.595569"," 7.553130"," 8.964871"," 7.202360"," 7.845023"," 6.672382"," 8.979703"," 8.759308"," 7.398776"," 5.945383","11.019079","11.906475"," 5.744569"," 7.560652"," 5.810272","10.915648"," 7.477521"," 6.161373"," 5.137241"," 6.656867"," 8.690296"," 8.438478"," 8.260081"," 7.719897","12.036029"," 7.843823"," 6.566606","10.358607"," 5.723451","10.914643","10.286681","12.099093","10.138967"
1," 9.210546"," 7.831903"," 7.960177"," 8.988747"," 6.824296"," 6.959976"," 6.772686"," 5.836070"," 5.502540"," 6.581728"," 4.657695"," 4.348272","10.114370","10.543143"," 6.339174"," 7.573633"," 7.647512"," 6.951055"," 7.059786"," 7.187667"," 7.855578"," 8.122954"," 5.984296","11.396929","11.759992"," 7.257525"," 6.978112"," 6.394190","11.370560"," 8.015432"," 6.896997"," 5.641398"," 6.411979"," 8.467966"," 7.712926"," 9.434836"," 8.007578","11.532310"," 5.654388"," 4.567756"," 9.947323"," 5.897728","11.110691","10.199533","12.252487","10.257796"
1," 8.491460"," 7.922232"," 6.652161","10.305995"," 5.725675"," 5.694135"," 8.810262"," 3.728653"," 5.276141"," 7.417876"," 7.167222"," 4.255427"," 9.996512","10.286309"," 6.285238"," 7.850501"," 3.798853"," 6.957367"," 7.351476"," 5.927380"," 8.052915"," 7.338185"," 6.145439","10.930385","11.412196"," 6.467489"," 7.608283"," 7.169078","11.250957"," 7.980855"," 6.389314"," 6.086788"," 7.532766"," 8.451725"," 7.250048"," 7.527316"," 8.776937","10.807708"," 7.444416"," 7.944508"," 8.151412"," 5.638675","10.335510"," 9.746536","11.686293"," 9.867116"
1," 8.924155"," 8.747928"," 8.018313"," 9.959700"," 7.014866"," 6.708354"," 7.957786"," 4.763904"," 4.326669"," 7.831506"," 6.480815"," 4.138129"," 9.882765","10.271328"," 5.843446"," 7.450166"," 5.691405"," 7.191276"," 7.465623"," 7.256216"," 8.351235"," 7.780647"," 6.163824","10.589092","11.461417"," 5.832599"," 7.073072"," 6.905919","11.450638"," 7.482980"," 4.511729"," 4.970246"," 6.962699"," 8.157288"," 7.462007"," 8.417473"," 8.860709","11.852973"," 7.317542"," 8.353697","10.370575"," 5.839024","10.056240"," 9.679501","12.033559"," 9.075896"
1," 9.141982"," 8.875882"," 6.946337"," 9.606704"," 6.224336"," 5.941920"," 7.711828"," 4.943890"," 5.280726"," 7.344330"," 4.575993"," 4.656407","10.084824","10.490565"," 6.702902"," 8.263383"," 5.709940"," 6.681521"," 7.250619"," 7.096069"," 8.543698"," 7.439390"," 5.676099","11.403368","11.463828"," 7.361124"," 6.075873"," 5.437829","11.220334"," 8.032366"," 4.983324"," 6.390975"," 6.657022"," 8.182195"," 7.682756"," 7.992596"," 8.531372","11.539517"," 7.354197"," 7.187457"," 9.570980"," 5.783424","11.014634","10.904142","11.950687"," 9.922787"
1," 9.431160"," 8.508777"," 7.083331"," 8.975431"," 6.835760"," 4.988122"," 6.383769"," 5.079202"," 5.798463"," 8.843837"," 5.701581"," 3.903261"," 9.269221","10.561678"," 8.157897"," 9.747248"," 3.651278"," 6.900179"," 6.795840"," 7.695944"," 8.243536"," 7.985987"," 5.839837","12.288785","11.670013"," 6.019740"," 6.607127"," 6.922709","10.663735"," 7.069581"," 6.074131"," 5.451464"," 7.493421"," 8.889771"," 9.088458"," 8.038462"," 8.458767","11.694590"," 7.028682"," 6.578100","10.352658"," 5.964440","11.135079","10.696813","12.204073","10.740801"
1," 9.660875"," 9.220117"," 7.558711"," 9.557759"," 6.414121"," 5.786049"," 8.495860"," 5.041396"," 5.135307"," 8.106592"," 6.457622"," 4.258203","10.035474","10.599980"," 7.390877"," 6.965074"," 6.335808"," 6.948979"," 6.718025"," 5.906404"," 8.421117"," 8.123170"," 6.056656","11.940592","11.604883"," 5.525219"," 7.247345"," 5.637477","11.229032"," 7.466476"," 5.458678"," 5.295869"," 7.055394"," 8.526204"," 8.330732"," 7.946734"," 8.575084","12.000605"," 8.246037"," 8.015036","10.243862"," 5.576267","10.730781","10.362639","12.091164","10.049625"
1," 8.479904"," 9.000207"," 7.291799"," 9.605756"," 6.991855"," 6.285668"," 7.354383"," 5.404187"," 6.095899"," 7.634016"," 5.691310"," 3.834270","10.469015","10.416900"," 6.234153"," 8.579984"," 5.461195"," 7.427053"," 7.003741"," 8.132889"," 9.055977"," 7.591610"," 5.561490","11.288461","11.406912"," 7.027662"," 7.026185"," 6.523279","11.101651"," 8.088213"," 7.308381"," 5.270628"," 6.321554"," 8.126411"," 7.569605"," 8.816039"," 8.294876","11.709982"," 7.406091"," 7.254961"," 9.410620"," 5.798181","11.243099"," 9.762753","12.004545"," 9.403055"
1," 9.363955"," 8.848497"," 7.425524","10.325503"," 6.495230"," 6.465241"," 7.967107"," 4.665208"," 4.906778"," 7.559531"," 7.092994"," 4.402442"," 9.945108","10.343753"," 6.510085"," 8.027941"," 3.634947"," 6.699436"," 7.170156"," 8.173833"," 8.109155"," 7.545006"," 6.012210","11.393538","11.681810"," 5.484925"," 7.501054"," 7.453287","11.437366"," 7.811703"," 6.895299"," 5.412212"," 6.963214"," 8.424864"," 7.313227"," 8.300071"," 8.984074","11.053155"," 7.228511"," 8.530431"," 8.859416"," 5.830537","10.705955"," 9.061957","11.904522","10.221089"
1,"10.093718"," 8.480010"," 7.821728"," 8.935504"," 6.451539"," 5.858336"," 6.685818"," 5.114874"," 5.375186"," 9.323326"," 5.741741"," 4.688223"," 9.986885","10.276596"," 7.512727","10.139740"," 6.999653"," 8.115593"," 6.584038"," 8.684867"," 9.157457"," 7.321694"," 5.759316","11.743086","11.707067"," 7.605113"," 6.745210"," 6.410599","10.515852"," 7.521994"," 6.473960"," 6.692609"," 7.546422"," 9.489653"," 8.166291"," 7.672108"," 8.125228","11.825912"," 7.610007"," 7.228314","10.772063"," 5.595740","11.461206","10.745102","12.028006","10.121553"
1," 9.889960"," 7.744198"," 8.216022"," 9.426277"," 6.483293"," 4.996730"," 7.839923"," 5.232667"," 5.693460"," 8.979705"," 5.417617"," 4.106059"," 9.446822","10.448985"," 7.555899"," 9.309046"," 6.107470"," 7.203268"," 7.253513"," 6.862390"," 8.943581"," 8.430041"," 6.024670","11.912077","11.731296"," 5.770426"," 6.662939"," 6.932543","10.981460"," 7.450054"," 6.331422"," 5.641907"," 7.432704"," 8.784684"," 8.618984"," 7.987344"," 8.616935","11.669520"," 7.314977"," 7.720223"," 9.407693"," 5.615140","11.007064","11.019352","12.176641","10.628515"
1," 9.636298"," 6.708435"," 7.501161","10.108686"," 6.926793"," 7.037313"," 7.440775"," 5.881922"," 4.790157"," 5.404451"," 6.897455"," 4.298905"," 9.591926","10.767664"," 7.787072"," 9.018332"," 5.925699"," 6.584329"," 7.031020"," 4.061702"," 6.113610"," 7.987940"," 6.288551","12.031751","11.672033"," 6.153929"," 7.695007"," 7.572160","11.540359"," 7.901793"," 6.558905"," 4.386850"," 6.217023"," 7.163916"," 8.589581"," 9.490956"," 8.807994","11.393984"," 6.089616"," 5.112262"," 9.233749"," 5.817774","10.439757","11.760526","12.360748","10.425939"
1," 9.633345"," 6.657075"," 7.604646"," 9.854034"," 5.884119"," 5.035064"," 7.911996"," 4.739836"," 5.133247"," 6.626081"," 6.312522"," 4.231136"," 8.844786","10.263354"," 8.047626"," 7.660100"," 3.717083"," 6.290875"," 6.944081"," 6.871015"," 7.941075"," 7.557784"," 5.868146","12.373088","11.794036"," 5.899859"," 6.902041"," 6.606628","11.222879"," 7.329712"," 5.005707"," 4.826289"," 6.885093"," 8.906195"," 8.457902"," 7.304063"," 9.184038","10.934036"," 6.152507"," 6.465188"," 9.673638"," 5.239537","11.118526","10.678851","11.918435","11.031057"
1," 9.749012"," 7.990757"," 7.943511"," 9.410827"," 6.511345"," 6.039012"," 8.099857"," 4.740026"," 5.252853"," 9.036508"," 5.863265"," 4.044599"," 9.552307","10.670247"," 6.900756"," 8.188881"," 4.371170"," 6.663390"," 6.998614"," 5.613751"," 8.736278"," 7.743938"," 5.735285","11.277178","11.670874"," 5.043251"," 6.980921"," 6.835222","11.282609"," 7.397314"," 4.836138"," 4.901175"," 7.528689"," 8.587063"," 7.683815"," 7.670454"," 9.048606","11.462156"," 7.702005"," 7.534484"," 9.608008"," 5.658111","10.853291","10.733827","11.914885","10.541845"
1," 9.398850"," 7.763261"," 7.657126"," 9.594277"," 6.182030"," 5.596961"," 7.973326"," 3.744164"," 4.979474"," 6.814200"," 3.177732"," 4.289642"," 9.893377","10.186806"," 6.473987"," 7.896095"," 5.102382"," 6.702444"," 7.394298"," 5.311964"," 8.072249"," 6.801556"," 6.142254","10.972208","11.361493"," 6.657680"," 5.701547"," 5.900452","11.177284"," 7.859641"," 4.943568"," 6.208081"," 6.865039"," 8.246700"," 7.911079"," 8.207404"," 8.795005","10.842799"," 8.990433"," 6.605790"," 9.447125"," 5.912458","10.395167","11.196772","11.831636","10.114181"
1," 9.137484"," 8.637250"," 7.516442"," 9.574545"," 6.330984"," 5.714279"," 7.611523"," 4.256893"," 5.470907"," 8.854382"," 4.768800"," 4.116159"," 9.644127"," 9.899724"," 7.031056"," 8.344528"," 4.901260"," 6.886140"," 6.803945"," 8.389832"," 8.419634"," 7.939311"," 5.973529","11.036507","11.488398"," 5.651783"," 6.825075"," 6.333926","11.254397"," 7.680587"," 5.083723"," 4.923624"," 6.817024"," 9.241332"," 7.716386"," 7.907383"," 8.463902","11.896431"," 6.669240"," 7.094338","10.297762"," 5.893460","10.950350","10.976494","11.925661","10.082458"
1," 9.441669"," 9.032342"," 7.151777","10.281254"," 6.540093"," 5.902268"," 8.018087"," 4.607771"," 5.508455"," 8.878437"," 6.119725"," 4.416380","10.058720","10.304701"," 6.860951"," 9.222713"," 5.607178"," 7.004072"," 6.958955"," 8.004121"," 8.336216"," 6.934063"," 5.862764","11.405862","11.520871"," 7.486209"," 7.443713"," 7.161557","11.069509"," 7.874612"," 5.294051"," 6.826810"," 6.653495"," 8.815702"," 7.777816"," 7.688831"," 8.245803","11.827118"," 7.827771"," 7.855700","10.844133"," 5.636711","11.068580","10.583406","11.865171","10.375788"
1," 9.669181"," 7.861280"," 7.633511","10.038530"," 5.515861"," 5.420447"," 7.997807"," 4.523492"," 5.983574"," 8.949869"," 5.912216"," 4.370202"," 9.619799","10.584283"," 7.012597"," 8.179008"," 4.594344"," 6.396669"," 7.084603"," 8.420584"," 8.611220"," 7.475728"," 6.021002","10.874340","11.461729"," 6.938559"," 6.991440"," 6.052404","11.099737"," 7.755808"," 3.216897"," 6.307584"," 7.649802"," 9.082709"," 7.871928"," 7.888288"," 8.362012","11.572866"," 6.956786"," 7.354950"," 9.793823"," 5.889019","10.939057","10.337139","11.996425","10.275551"
1," 9.064976"," 7.399831"," 8.021743"," 9.295087"," 6.615245"," 5.226838"," 7.201963"," 4.802989"," 5.009120"," 8.682447"," 5.561177"," 4.288866"," 9.345603","10.545069"," 7.461797"," 8.584209"," 5.259014"," 6.776966"," 7.190643"," 8.440794"," 8.702983"," 7.550106"," 5.547182","10.635032","11.499979"," 6.280659"," 6.650656"," 7.253510","11.121566"," 7.390871"," 8.343902"," 6.243209"," 7.380258"," 9.027334"," 8.431852"," 8.315458"," 8.595555","11.678485"," 7.661539"," 7.711042","10.100403"," 5.692576","10.820225","10.363202","12.021418","10.601330"
1," 9.233203"," 8.593364"," 8.507347"," 9.363405"," 7.201842"," 5.986792"," 7.662154"," 5.524808"," 5.454450"," 9.361785"," 5.745645"," 4.568258"," 9.675472","10.610060"," 7.315422"," 9.699711"," 7.855673"," 7.829043"," 6.393808"," 9.559922"," 8.795575"," 8.058384"," 5.923755","11.108068","11.672298"," 5.852385"," 7.189693"," 6.036580","10.895422"," 7.130705"," 6.286843"," 5.391302"," 6.987952"," 8.750821"," 8.468494"," 8.526336"," 8.038293","12.249274"," 7.539772"," 6.657362","10.776927"," 5.851876","10.952032","10.328667","12.173769","10.207887"
1," 9.338438"," 8.342202"," 8.769409"," 8.700112"," 6.771982"," 5.971259"," 5.870188"," 5.315395"," 5.903317"," 8.198037"," 3.231435"," 4.246224","10.357805","10.406489"," 5.874817"," 8.614900"," 6.730983"," 6.953458"," 6.196969"," 8.305341"," 8.084671"," 8.089462"," 5.793829","10.494901","11.565262"," 7.885972"," 6.848772"," 6.328644","10.841389"," 7.515470"," 6.781527"," 7.128968"," 6.216525"," 8.121424"," 7.750819"," 9.160510"," 7.948208","12.151026"," 7.703461"," 5.802964","10.014186"," 5.758135","10.730714"," 9.959910","11.720281"," 9.736638"
1,"10.392029"," 8.707004"," 7.792673"," 9.013028"," 6.596848"," 5.319752"," 7.492494"," 5.484541"," 5.615484"," 8.989784"," 3.834832"," 4.759957"," 9.779710","10.496050"," 7.101357"," 8.535286"," 3.339525"," 7.166124"," 6.489064"," 8.458577"," 7.907910"," 8.240187"," 5.942773","11.416149","11.822534"," 6.915247"," 6.932193"," 6.400236","10.953599"," 7.743489"," 4.581918"," 5.917099"," 7.138793"," 8.564086"," 8.059776"," 8.696073"," 8.257405","11.927091"," 6.852052"," 5.775964","10.565750"," 5.830231","10.680029"," 9.650475","12.047823","10.187023"
1," 9.342659"," 7.526691"," 8.082894"," 9.867756"," 6.860900"," 6.172510"," 7.998840"," 4.481713"," 5.155953"," 8.425632"," 6.336353"," 3.929994"," 9.665922","10.691509"," 7.014022"," 9.068056"," 4.873143"," 7.493651"," 7.093190"," 7.517333"," 7.871703"," 8.001880"," 5.769909","10.804773","11.742485"," 7.047283"," 7.192916"," 7.228889","11.118119"," 7.512963"," 7.888061"," 5.818042"," 7.141923"," 8.588292"," 7.876418"," 8.352238"," 8.712734","11.715212"," 7.760275"," 7.841621"," 9.513554"," 5.641311","10.695694","11.279056","11.988410","10.574774"
1," 8.864833"," 8.924054"," 8.147371"," 9.562568"," 6.603024"," 6.069368"," 7.402587"," 5.081867"," 4.253451"," 8.404810"," 5.534627"," 4.561098"," 9.732664","10.422545"," 6.542743"," 8.886812"," 5.851006"," 7.416815"," 6.648577"," 6.874333"," 8.894153"," 7.847898"," 6.099324","10.479908","11.598727"," 5.802788"," 6.469790"," 6.326865","11.315116"," 7.482658"," 3.858537"," 4.548457"," 6.702910"," 8.106956"," 8.013377"," 8.330882"," 8.559791","11.949353"," 6.926557"," 7.734757","10.643257"," 5.813319","10.593146"," 9.838245","12.091440"," 9.464787"
1," 9.484911"," 8.622474"," 7.702887"," 9.324875"," 7.099627"," 5.885257"," 7.319187"," 4.831840"," 5.277060"," 9.510704"," 4.755619"," 3.917207"," 9.368893","10.671012"," 6.852901"," 9.695673"," 5.791968"," 6.932137"," 6.890405"," 8.549926"," 8.738325"," 8.014526"," 6.067009","11.496901","11.462294"," 5.106997"," 7.351244"," 6.578411","10.583255"," 7.006585"," 8.280908"," 4.577929"," 7.211781"," 9.166858"," 8.342110"," 8.104852"," 8.405791","11.800901"," 6.997458"," 6.454539","10.885425"," 5.760704","11.005261","10.907783","11.932016","10.449381"
1," 8.635637"," 7.483795"," 7.196071"," 9.123344"," 6.896466"," 5.513437"," 7.519666"," 3.767479"," 5.673760"," 8.480454"," 3.321780"," 4.482419"," 9.693094","10.181951"," 6.402143"," 8.289574"," 5.801357"," 6.559201"," 6.411244"," 8.312390"," 8.898428"," 7.568011"," 5.773764","11.164895","11.362577"," 6.669070"," 6.719094"," 5.555791","11.004133"," 7.832804"," 7.133706"," 5.966239"," 6.876608"," 8.223017"," 7.869237"," 8.290036"," 8.520676","11.505592"," 8.203920"," 6.265819","11.025154"," 6.156243","10.600655"," 9.545070","11.848796"," 9.834201"
1," 8.448526"," 8.296023"," 7.030922"," 9.464775"," 6.431867"," 5.475998"," 7.181617"," 4.600356"," 5.825181"," 7.680228"," 6.147761"," 4.323782"," 9.551811","10.331307"," 6.692322"," 9.373248"," 4.484540"," 6.826860"," 6.745907"," 6.698924"," 8.140777"," 7.607390"," 6.081418","12.038955","11.776921"," 6.547596"," 5.936846"," 6.616800","10.914188"," 7.283321"," 5.069979"," 5.368523"," 7.222887"," 9.067948"," 8.126401"," 7.281067"," 8.416067","10.593759"," 7.432945"," 6.309358"," 9.375744"," 5.659860","11.547981","10.552814","12.026481","10.243598"
1," 9.772644"," 7.603279"," 7.872429"," 9.748056"," 5.805221"," 5.870460"," 7.859258"," 4.510983"," 5.544766"," 8.168020"," 5.648893"," 4.577009"," 9.039685","10.545642"," 7.696812"," 7.841516"," 4.255324"," 6.336352"," 6.910650"," 8.070851"," 8.800490"," 7.315741"," 5.700331","12.423452","11.576090"," 6.636289"," 6.400919"," 5.889217","11.091403"," 7.569623"," 4.678350"," 6.149994"," 7.578344"," 9.345882"," 8.600495"," 7.617905"," 9.110939","11.412811"," 6.779318"," 6.477051"," 9.792133"," 5.530226","11.052164","10.360216","11.948470","10.722869"
1," 9.120751"," 7.550499"," 7.692570"," 9.427166"," 5.838088"," 4.836731"," 7.665401"," 4.521795"," 4.594297"," 8.310714"," 6.124873"," 4.125779"," 9.236699","10.407454"," 7.682295"," 8.186845"," 4.639876"," 6.549835"," 6.993084"," 7.198241"," 9.396061"," 7.653339"," 5.927122","11.802012","11.582241"," 4.890302"," 6.584252"," 7.272648","10.902480"," 7.453165"," 7.577175"," 5.661324"," 7.705286"," 9.314538"," 8.474360"," 7.641832"," 9.114992","11.405229"," 8.119961"," 7.043744","10.691316"," 5.598879","11.065419"," 9.901108","11.859089","10.711212"
1," 9.048063"," 7.910960"," 7.373937"," 9.521874"," 5.931151"," 5.873540"," 8.011084"," 4.820699"," 5.657181"," 7.638325"," 5.122247"," 3.981787"," 9.640389","10.552936"," 7.647742"," 8.105245"," 4.955062"," 6.335486"," 7.016867"," 6.568227"," 8.404785"," 7.684195"," 5.664390","12.369932","11.643940"," 6.548460"," 6.400331"," 5.527412","11.193164"," 7.668645"," 4.694235"," 5.784402"," 7.379505"," 8.631863"," 8.146055"," 7.621754"," 9.532195","11.226809"," 7.093708"," 7.167089"," 9.569585"," 5.392844","11.112219","10.747757","11.812972","10.422044"
1," 9.184543"," 8.024825"," 6.891689"," 9.665362"," 6.943867"," 6.540181"," 7.380032"," 4.905793"," 5.149068"," 6.215782"," 6.388068"," 4.389966"," 9.566565","10.574643"," 7.213514"," 8.320239"," 3.547703"," 6.893624"," 6.980214"," 6.460788"," 8.301857"," 8.475437"," 5.747974","11.975046","11.868717"," 5.545968"," 6.923599"," 7.124061","11.441532"," 7.719133"," 4.800188"," 4.652760"," 6.943510"," 7.751756"," 8.334553"," 7.940933"," 8.645903","11.572921"," 7.751149"," 7.478797"," 8.973814"," 5.625034","11.343880"," 9.998723","12.332579","10.258398"
1," 9.103054"," 9.182699"," 8.013682"," 9.346003"," 6.348175"," 6.194416"," 8.159949"," 5.148552"," 4.713237"," 8.682487"," 5.417950"," 4.388292"," 9.721834","10.525975"," 7.049406"," 9.197779"," 6.356853"," 7.616257"," 6.862194"," 5.820372"," 7.435691"," 8.458713"," 5.969621","11.467152","11.437443"," 6.306136"," 6.705008"," 5.586121","11.026925"," 7.287027"," 6.254349"," 6.098880"," 6.741955"," 7.970165"," 8.297958"," 8.537689"," 8.639873","12.062150"," 8.469834"," 7.580588","10.944865"," 5.908286"," 8.414080","11.048683","11.927009"," 9.989653"
1," 8.437765"," 8.847176"," 7.507210"," 8.270795"," 6.779794"," 6.413488"," 6.316598"," 5.731370"," 6.157011"," 8.582775"," 3.426979"," 4.466257","10.322127","10.512385"," 6.803837"," 9.487269"," 4.847311"," 8.364617"," 6.530851"," 8.504285"," 9.734838"," 7.866813"," 5.749834","11.410770","11.390162"," 7.096778"," 6.263057"," 5.281570","10.981581"," 7.552369"," 7.487274"," 6.168280"," 7.384438"," 8.472445"," 8.022437"," 8.530378"," 7.918579","11.696251"," 7.259466"," 5.996158"," 9.915473"," 5.889424","11.515381","10.100482","12.064673"," 9.391076"
1," 9.244672"," 8.529122"," 7.392038","10.109966"," 6.403232"," 6.202090"," 8.380352"," 4.396789"," 4.701988"," 7.278479"," 7.163129"," 4.431487"," 9.913106","10.278887"," 6.772321"," 8.381515"," 3.310224"," 6.477297"," 7.094569"," 8.291488"," 7.844871"," 7.297200"," 5.956658","12.100610","11.657825"," 5.358597"," 7.558110"," 7.524828","11.547261"," 7.545644"," 6.416503"," 5.503633"," 6.643003"," 8.445142"," 7.975282"," 8.498251"," 9.087961","11.171871"," 6.795066"," 8.246077"," 9.081498"," 5.634766","10.457102"," 9.242413","11.979393","10.467681"
1," 9.752701"," 8.250952"," 7.766786"," 9.529411"," 6.182195"," 4.789665"," 7.389863"," 5.036472"," 5.650505"," 7.689500"," 5.627372"," 4.593488","10.196127","10.324831"," 7.629043","10.302978"," 5.467736"," 6.788043"," 6.439628"," 7.936416"," 9.622489"," 7.246752"," 5.989615","11.908794","11.613352"," 7.245924"," 7.072415"," 6.644677","10.744484"," 7.704259"," 5.143698"," 6.933606"," 7.230841"," 9.320723"," 8.522660"," 7.941014"," 8.764222","11.815173"," 6.941123"," 4.501180","10.100142"," 5.978568","11.708582","10.512773","11.980636","10.292870"
1," 9.574003"," 7.529966"," 7.619185"," 9.297635"," 5.683054"," 5.701513"," 8.113025"," 3.973563"," 5.069903"," 7.689505"," 5.564022"," 3.972941"," 9.455033","10.380916"," 7.268110"," 7.981446"," 4.056253"," 6.143143"," 7.089394"," 5.864817"," 9.065560"," 8.114583"," 5.817142","12.263544","11.566202"," 5.139459"," 6.238835"," 6.986180","11.377094"," 7.746355"," 4.302077"," 5.162011"," 7.666730"," 9.067925"," 8.413110"," 7.602700"," 9.728699","10.886542"," 7.022847"," 7.306310"," 8.382630"," 5.787110","11.024733","10.188021","12.021448","10.376391"
1," 8.821502"," 7.911082"," 6.928386"," 9.322794"," 7.200980"," 6.936860"," 6.607553"," 5.228575"," 5.292163"," 7.460064"," 5.720220"," 4.256767","10.087472","10.676087"," 6.453211"," 8.882882"," 5.331024"," 7.608329"," 6.697961"," 4.276686"," 8.371606"," 8.624086"," 6.217787","12.015105","11.255195"," 7.118451"," 6.606707"," 6.425144","11.120063"," 7.593009"," 5.419108"," 4.529546"," 6.811597"," 7.519485"," 7.496145"," 8.433746"," 8.381992","11.733345"," 8.163637"," 6.513213"," 9.902466"," 5.943343","11.269500","11.133710","12.214874"," 8.849653"
1," 9.602271"," 7.543141"," 7.503864"," 9.920408"," 6.063922"," 6.085275"," 8.105497"," 4.471780"," 5.269289"," 8.025191"," 6.568893"," 4.111376"," 9.778940","10.265672"," 7.098129"," 7.755193"," 4.335424"," 6.732887"," 7.219557"," 7.811313"," 8.579506"," 7.277979"," 5.726362","11.719802","11.710218"," 6.285270"," 7.358469"," 6.930474","11.311526"," 7.753411"," 4.608818"," 5.236303"," 7.522172"," 9.072712"," 7.942905"," 7.615917"," 9.024471","11.275968"," 7.130665"," 7.801767"," 9.969016"," 5.583097","10.986463","10.378294","12.033037","10.509601"
1," 9.678428"," 7.959118"," 8.001230"," 9.720771"," 6.455630"," 5.785342"," 8.336565"," 4.666894"," 5.329469"," 8.430345"," 5.470564"," 4.291545"," 9.934999","10.592324"," 6.864356"," 8.107246"," 5.055365"," 6.543762"," 6.832435"," 5.341188"," 8.805408"," 7.631988"," 5.703372","11.451205","11.675688"," 5.771262"," 7.445406"," 7.223163","11.396840"," 7.842175"," 4.988044"," 4.942622"," 7.374058"," 8.346774"," 7.956939"," 8.298926"," 9.268473","11.409001"," 7.685273"," 7.547929"," 9.687829"," 5.848142","10.890653","10.627959","11.990231","10.414997"
1," 9.976376"," 7.087906"," 8.131752"," 9.493366"," 6.152346"," 4.899214"," 7.572111"," 5.332233"," 5.293700"," 7.122095"," 3.569080"," 3.909912"," 9.616034","10.608974"," 7.866343"," 9.483061"," 4.145916"," 6.736026"," 7.138815"," 5.408163"," 9.379178"," 7.609608"," 5.871957","11.921346","11.568365"," 5.748401"," 5.929100"," 6.245896","11.232319"," 7.200926"," 5.942251"," 5.788739"," 7.615652"," 9.293819"," 8.783848"," 8.102451"," 9.486644","10.792298"," 8.077474"," 4.739835"," 9.592014"," 5.561646","11.263172","11.660325","12.043561","10.502085"
1," 9.414401"," 9.096467"," 7.648343"," 9.360566"," 6.501302"," 5.475061"," 7.523854"," 5.393944"," 6.006387"," 8.054441"," 4.362708"," 4.052749"," 9.770320"," 9.952990"," 6.856804"," 8.985574"," 4.932158"," 7.106408"," 6.431598"," 8.409361"," 8.330203"," 7.966370"," 6.064557","11.172719","11.616615"," 6.482419"," 6.907035"," 6.376463","10.960698"," 7.517043"," 5.380104"," 5.412159"," 7.272677"," 9.414196"," 8.089005"," 7.998556"," 8.234471","12.040596"," 6.982477"," 6.480562","10.199776"," 5.644993","11.087537","10.959811","11.983547","10.040518"
