"","Group","ACTB","ARID4B","ASXL1","ASXL3","ATAD2B","ATF2","ATR","BAZ1B","BAZ2A","BRCA1","BRD1","BRD2","BUB1","CDC6","CDK2","CHAF1A","CHD1","CLNS1A","CSNK2A1","CTBP2","CUL4B","DAPK3","DAXX","DNAJC2","DZIP3","E2F6","EID1","EP300","ERBB4","EXOSC2","EXOSC7","EXOSC8","EYA1","EYA4","EZH1","GADD45B","GATAD1","HDAC3","HDAC4","HDAC6","HMG20B","HMGB1","HUWE1","ING2","JMJD6","KAT5","KAT6A","KDM4A","KDM4B","KDM4C","KDM5A","KDM5B","KDM6B","L3MBTL1","MACROH2A1","MBD4","MBTD1","MSL3","MTF2","MYO1C","NAP1L1","NCOA2","NCOR1","NCOR2","NEK9","NFRKB","NFYC","NIPBL","NPAS2","NPM1","PARP2","PELP1","PHC3","PHF14","PHF8","POGZ","PRDM2","PRKAA1","PRKAB2","PRKAG2","PRKCA","PRKDC","PRMT1","PRPF31","RAD54L2","RAG1","RBBP5","RNF8","RRP8","RYBP","SAFB","SAP30","SATB2","SENP3","SET","SETD1A","SETD1B","SF3B1","SFPQ","SMARCA4","SMARCA5","SNAI2","SP1","SRCAP","SRSF3","SYNCRIP","TAF5L","TAF6L","TDRD3","TDRD7","TLE2","TLE4","TLK2","TP53BP1","TRIM24","TRIM33","TRRAP","UBE2N","UBR2","USP46","VDR","YWHAE","YWHAZ","YY1","ZMYND8","ZNF592"
"108",1,13.713315,8.504747,9.239647,3.040654,8.805409,7.087468,8.395486,10.056903,7.076465,6.235565,8.763746,10.319539,4.974485,2.01474,7.048587,7.211477,9.516734,10.205604,8.209732,9.99901,7.852586,4.870087,9.2594,9.50886,4.47986,6.390227,10.088692,10.609441,2.584595,7.793092,9.280466,10.542097,3.235549,2.694881,10.442553,10.073097,8.510283,8.894903,10.580611,8.830478,4.88583,10.792051,12.887034,6.997859,9.889307,8.900049,10.467116,5.822475,6.768207,6.306555,10.437799,7.333274,9.818891,5.402985,11.854991,9.68062,3.804884,10.382213,8.644524,7.322275,11.701647,7.502645,9.091983,9.93685,9.379541,9.73548,11.719918,10.488676,5.045619,12.045884,7.303609,7.832804,5.080691,2.335875,9.012726,6.358179,9.947434,7.263967,4.876573,7.56163,3.040872,9.367909,9.037156,6.081441,5.485576,4.161729,9.206161,7.981959,4.69363,8.98757,6.564925,7.476792,3.201954,5.005032,11.187797,7.470017,10.946582,11.229879,11.537871,6.197032,10.165405,2.401045,7.755694,6.087806,10.675458,10.957648,7.883816,3.885397,8.060203,9.8776,5.468593,10.461628,8.20137,8.568983,4.906139,10.757284,7.686049,8.381948,11.679686,3.644812,6.243463,11.511503,11.366595,10.352039,7.982284,8.868146
"109",1,13.862214,7.83195,9.466352,2.416267,9.150549,5.743882,8.316044,10.337084,7.090768,7.547182,8.793811,10.185773,5.190431,1.909444,6.708213,5.914871,9.890604,10.587231,8.106876,10.135102,8.48769,4.216915,8.863487,10.018569,5.261104,6.655539,9.967447,10.683385,2.31741,7.84578,8.967848,10.688563,2.413627,2.647736,10.737948,10.097894,8.653555,9.232364,10.432525,9.117285,5.318875,10.598196,13.053917,6.816789,10.093657,8.531336,10.492496,5.969275,7.579068,6.597583,10.310863,8.408768,9.422467,5.564039,12.192051,9.529529,2.909696,10.752495,8.175599,7.305997,12.107385,7.417896,10.069547,10.08436,9.671855,9.999967,11.901109,10.367079,5.153262,12.325255,6.771015,7.283321,5.504464,2.658455,9.510959,6.230913,10.024279,7.597778,4.859059,8.238879,3.203436,10.527151,8.488898,6.03617,6.122564,3.947579,9.386768,8.280294,5.895172,11.114908,6.254066,8.519486,4.824981,4.75407,11.358272,7.515513,10.7463,10.533807,11.790443,5.755389,10.643067,1.992638,6.498407,5.600943,10.720507,10.391388,7.078314,3.603745,8.525684,9.646154,6.185862,10.566539,8.182124,8.95803,4.922941,10.790998,7.970315,8.411413,11.696953,3.240572,6.137601,11.379774,11.306232,10.863604,7.404478,8.191837
"110",1,13.714908,8.410227,9.43073,2.624079,9.882928,6.635411,9.086809,10.19691,6.499043,6.963739,9.399137,10.309206,4.423717,2.496313,7.169715,6.464535,10.231513,10.882647,8.197819,9.961258,8.660403,3.95039,8.554687,10.286711,5.170696,6.91231,10.540981,10.90631,2.087815,8.298937,9.134871,11.085648,2.381711,2.165761,10.477071,10.142673,8.747595,8.855837,10.294194,8.46318,5.068365,11.217238,13.084911,7.384685,10.020559,8.27043,10.847039,5.893936,7.144445,7.094055,10.282667,7.795795,9.251805,5.755468,12.081474,9.749092,3.129289,10.816449,8.333569,6.865832,12.158275,7.349495,9.569346,9.632857,9.720505,9.518251,11.787067,10.446894,4.937599,12.499023,7.560226,7.569623,5.423689,4.012977,9.535505,6.11335,10.089503,7.807386,4.948278,8.069139,3.198894,9.399237,8.371849,5.702785,6.160754,5.253122,9.252784,8.045376,5.334608,8.850499,6.250774,8.615566,5.187376,5.212742,11.296721,7.388055,10.96139,11.14883,11.882651,5.655931,11.07885,2.274311,6.917718,5.305067,10.700227,10.740802,8.584729,4.079182,8.337536,10.002999,5.968361,11.125774,8.001495,8.842121,4.385083,10.464954,8.185182,8.334817,11.413958,3.1908,5.808218,11.44774,11.545166,11.387623,7.930732,7.87618
"111",1,13.942692,8.050163,9.195969,2.363962,9.87073,6.903534,9.256814,10.278942,7.278618,7.156895,9.495676,10.251469,4.121998,1.736775,7.322278,6.221503,10.378642,10.839555,8.305729,9.828599,8.427716,4.575999,9.172264,9.661332,5.612925,6.623379,10.298889,10.912455,2.271683,7.530352,9.088342,10.8986,2.814218,2.566641,10.363295,10.253375,9.002666,9.205768,10.770288,8.524746,5.212399,10.808141,12.948672,6.6429,9.704512,8.612197,10.418556,6.264194,7.188255,6.627214,10.441702,8.035413,9.342994,5.562826,12.273368,10.151921,3.005536,10.965152,8.461447,7.071299,11.886264,7.179622,9.610921,9.437142,9.879472,9.720247,11.825363,10.712634,5.204885,12.256018,7.647138,7.453165,5.307767,4.233257,9.770772,6.055708,10.013137,8.023042,3.922713,8.148845,3.345878,9.922623,8.700868,6.260874,5.966462,5.175608,9.372359,8.162257,5.959584,8.602696,6.366472,8.687769,5.407028,5.127703,11.376883,7.092006,10.895827,10.731623,11.747208,5.859155,11.126155,1.935965,7.443038,5.321366,10.856162,10.480362,8.574363,3.475832,8.338365,10.361796,5.505236,10.936008,8.056229,8.933231,4.533919,10.730796,7.810243,8.257231,11.819228,3.411342,6.193492,11.637057,11.745087,11.272005,7.486013,8.196614
"112",1,13.682406,8.559302,9.590546,2.280918,10.100571,6.422471,9.372018,10.587499,6.921521,7.19197,9.639286,10.510649,5.637972,4.007595,7.923552,6.413794,10.02785,10.811682,8.066508,9.793304,8.219096,3.923155,8.856108,10.377403,5.335691,6.26196,10.304931,11.01223,2.478701,8.117888,8.926468,11.367906,2.330444,2.543267,10.661025,9.854427,8.847458,9.035751,10.731642,8.904513,4.692509,11.221312,12.872936,7.268257,9.897721,8.204419,11.134581,6.440446,7.01328,7.164491,10.263201,8.161043,9.373866,5.349297,11.931286,9.674381,3.120581,10.826071,8.545504,7.016118,12.013165,7.651984,9.965784,9.956183,9.870316,9.989341,11.597018,10.830342,5.801892,12.491465,7.846248,7.668645,5.408757,3.321209,9.712534,6.44821,10.079421,7.845791,4.722535,8.092527,3.849076,9.733114,8.359223,5.913997,6.532035,5.387765,9.348344,8.027001,5.977435,9.219009,6.452353,8.157915,5.688083,5.637048,11.261748,7.814351,11.187155,11.402297,11.826147,5.481272,11.084664,2.631669,7.223239,5.506577,10.627284,10.93763,8.301834,4.64593,8.472143,10.095883,6.318124,10.859213,7.973335,9.116778,3.836998,10.841694,8.529934,8.37862,11.734454,3.415365,5.873979,11.242751,11.589248,11.187603,8.223804,8.02625
"113",1,13.732185,8.545868,9.749042,2.375199,9.02646,6.479036,8.832906,10.040261,7.100171,7.624677,8.859603,10.132907,4.726239,2.912961,6.608871,6.588148,10.153065,10.238981,7.350878,10.577339,8.731737,3.945063,8.644671,10.005709,5.900327,7.030162,9.848575,10.995133,2.076392,7.785967,9.028575,10.753156,2.874154,2.205271,10.896826,9.519686,8.887948,8.86771,10.494104,8.610168,5.350622,10.79878,12.997473,7.267702,10.113009,8.32189,10.570715,5.717396,7.408768,7.098765,10.782014,8.183638,8.964978,5.814689,11.945297,9.4719,3.297058,10.482907,8.280055,7.296057,11.876467,7.722091,9.889543,9.53259,9.690845,9.864945,11.677831,10.232556,5.050767,12.222412,7.235842,7.719133,5.41417,3.202413,9.024892,6.263363,10.273376,7.888369,4.208042,7.63336,3.215275,10.237235,8.431765,5.563151,6.397055,4.25633,9.324967,7.985308,5.858614,10.116339,6.037458,7.82451,3.34438,4.902712,11.164789,6.890004,10.722714,11.202162,11.904025,5.839107,10.67189,2.057039,6.519398,5.441631,10.320876,10.65094,7.439707,4.215331,8.431498,9.945857,5.698344,10.615893,7.399968,9.064313,4.542707,11.264829,7.849968,8.223147,11.900049,3.289969,5.626842,11.293201,10.961497,10.756194,7.640175,8.238778
"114",1,13.815164,8.76247,9.179371,2.574285,8.632487,6.633481,8.376513,10.287349,8.102526,7.534354,8.966928,10.653841,2.689569,2.13581,6.671894,6.215658,9.729197,9.845034,7.946408,9.638949,8.67077,4.310313,9.353822,8.656278,5.114759,6.097153,8.853512,11.150909,2.178583,7.818242,8.537174,10.210623,2.860589,2.278597,10.720046,10.283995,8.420342,9.196089,10.844793,8.945984,5.421281,10.841363,12.656166,7.379533,10.567078,8.724037,11.403921,6.668102,8.379595,6.984743,10.802727,8.421935,10.234733,4.962945,12.089696,9.962917,3.415131,11.383545,8.718964,7.56203,11.676608,8.379659,9.745628,9.650323,9.736239,9.788456,12.115593,10.889773,4.481188,11.937165,7.121899,7.287027,6.122174,1.715517,9.731522,6.32085,10.546114,8.085534,4.298098,8.013591,3.251692,11.129533,8.430366,5.678791,6.55711,4.567102,9.837574,7.826378,5.597666,9.9585,6.807767,9.172822,5.270197,5.205333,11.164444,7.626717,11.237239,11.277616,11.55183,6.073223,10.311153,2.054363,7.62764,5.834063,10.210115,10.419918,7.61093,4.041231,8.029618,10.162204,5.4603,10.824766,8.167,9.185396,4.716915,11.209938,8.059373,7.868091,12.226194,3.392055,6.337066,11.236046,11.638998,10.804063,8.273379,8.982918
"115",1,13.778045,8.825274,9.198486,2.589519,8.390584,6.096447,7.646463,10.41826,8.032455,7.366706,8.331575,10.990507,3.898455,1.91666,7.094036,7.009641,9.760975,10.052189,8.188233,10.234061,8.371393,4.659433,9.408039,8.921206,5.136064,6.86945,9.344666,10.798492,2.145744,7.738892,8.718988,9.879838,2.864829,2.240468,10.75995,10.271937,8.626714,9.441065,10.524901,8.87917,5.583896,10.900634,12.787838,7.448158,10.426225,9.000616,11.208181,6.570476,7.978234,6.836688,10.849052,8.991739,10.083733,4.720745,12.087171,10.010866,3.351332,10.830076,8.851993,7.46029,11.557985,8.631557,9.659467,10.333889,9.736324,9.946074,11.982033,10.680405,4.644762,11.590674,6.488047,7.552369,6.021187,2.315174,9.595263,6.200555,10.452652,7.850741,4.574295,8.343917,3.457711,10.923509,8.789854,6.369081,6.539842,4.099474,9.886727,7.736354,5.609048,10.635254,6.827922,9.202358,3.516656,5.108925,11.17556,7.745005,11.018481,11.456509,11.615759,6.153917,9.859588,2.432902,7.285555,5.821772,10.445715,11.115311,7.362929,3.543273,8.310536,9.639058,5.525559,10.392027,8.012826,8.866361,4.612537,11.104771,8.460359,8.244424,12.067504,3.47004,7.073869,11.600397,11.035248,10.350621,8.253176,9.267731
"116",1,13.706572,8.435552,9.335671,2.494091,9.015394,6.51491,8.94215,10.504877,7.058267,7.063144,8.844686,10.853952,4.094428,1.879892,7.02965,6.723801,9.752741,10.636382,7.966596,10.025272,8.259324,4.773364,9.182227,9.970289,5.479302,6.781483,9.880625,10.540037,2.437343,8.147379,9.107135,10.918811,2.774904,2.371395,10.689561,9.774149,8.993339,8.985937,10.551979,9.1615,5.314007,11.253488,13.000577,6.975819,10.277724,8.433411,10.630661,6.49535,7.231153,7.165016,10.300993,7.87795,9.505843,5.733701,11.833708,9.681321,3.368541,10.524335,8.772053,7.112762,12.028853,7.586328,9.81059,9.83052,9.670439,9.891682,11.704393,10.512818,4.258961,12.418198,7.6176,7.545644,5.014255,2.878858,9.583209,6.538136,10.070243,7.661332,5.059949,8.21772,3.179503,10.028134,8.795821,6.345731,6.775315,4.443462,9.365453,8.131112,5.585787,10.170352,6.525436,7.669143,4.62224,5.421678,11.118079,7.554633,10.908264,11.370314,11.773919,6.178451,10.628172,1.935965,6.820286,5.767847,10.680577,11.008661,7.985629,3.504391,8.804081,9.730183,6.000319,10.52754,7.68166,8.849527,4.39042,11.092571,7.935141,8.431169,11.799076,3.237665,5.592332,11.16175,11.360656,10.975996,7.997428,7.947525
"117",1,13.967167,8.841943,9.282445,2.498447,9.410401,6.447967,8.490565,10.674301,7.330978,7.093163,9.305157,11.083746,3.83559,1.7628,6.893546,6.924522,9.863702,10.891295,8.69212,10.111344,8.601774,4.753633,9.437184,9.180666,4.573929,6.67094,9.986376,10.782685,2.92052,7.189575,8.937339,10.385934,3.280849,2.458335,10.477377,10.023151,8.899105,9.261269,10.897105,9.111701,4.785181,10.846682,13.066226,7.126734,9.988025,8.492897,10.635896,6.877212,7.397288,6.16614,10.652224,8.543019,9.674229,5.401826,12.409737,10.080371,2.94152,10.958842,8.894824,7.356656,11.888579,8.012035,10.299834,10.571711,10.152883,9.784161,12.031717,10.948909,5.519744,12.150074,7.42141,7.704259,5.209551,3.148259,9.689686,5.792502,10.375199,7.432961,4.575056,7.863334,2.840322,10.740623,8.680705,5.999919,6.277491,4.816924,8.835697,7.531479,5.586352,9.464008,6.661781,8.977906,5.276142,4.945921,10.873065,7.26914,11.215345,10.992772,11.42559,6.370424,10.750762,2.0588,7.964168,5.295498,10.40013,10.955515,7.698722,3.785699,8.247263,9.881516,5.524021,10.660209,7.514934,8.962643,4.834029,11.095741,8.384766,7.80925,12.065827,3.760023,6.396591,11.676401,11.135928,11.22436,7.982824,8.517468
"118",1,13.681137,8.501381,9.475682,2.454015,9.899577,6.865438,9.387791,10.674236,6.691218,6.918371,9.635276,10.600384,4.180458,1.986545,7.388672,6.109969,10.021283,10.686477,8.076955,9.895979,8.140423,4.048839,8.896911,10.603178,5.407214,6.665143,10.355722,11.211747,2.350555,8.36614,9.677056,11.06667,2.609074,2.450626,10.481293,9.869043,9.158859,8.929327,10.480126,8.785947,4.745028,11.055216,13.06154,7.574498,10.077964,7.91522,10.854425,6.072562,7.065716,7.285698,10.222813,7.710009,9.293784,5.123455,12.018194,9.487022,3.262699,10.63956,8.503697,6.993221,12.206254,8.096158,9.927414,10.058526,9.848975,9.775351,11.806423,10.60382,5.112609,12.510017,7.332228,7.746355,6.204962,3.769177,9.681652,6.31212,10.345207,7.907231,5.117494,7.944429,3.341679,9.781825,8.4453,5.883484,6.084692,5.124518,9.220044,7.872813,5.987208,9.09154,6.368198,8.049311,5.312824,4.901023,11.256289,7.74471,11.016031,11.410653,11.989964,5.923762,11.062558,1.935965,7.576366,5.125806,10.824452,11.151651,8.646551,3.962258,8.5659,9.945044,5.624926,10.845723,7.980978,9.078783,4.437199,10.822889,8.231832,8.295054,11.475389,3.486862,5.797133,11.473349,11.358192,11.218438,8.157552,8.095922
"119",1,13.720626,8.870408,9.558345,2.661623,8.118288,5.954754,7.840258,10.406571,8.126014,7.186009,7.958193,10.800524,4.588331,1.759106,6.304005,6.734776,9.904453,9.969892,7.320987,10.299828,7.523506,4.302722,9.182535,8.903814,5.394198,6.240733,8.983741,10.51425,2.659458,8.230594,8.444711,10.18828,2.652519,2.598588,10.864716,10.235781,8.06169,9.136802,10.924557,8.846694,5.131403,10.434145,12.892934,6.798881,10.469701,8.767376,10.968613,6.144235,8.267771,7.375629,10.425766,8.684117,9.765301,5.038163,11.600852,9.783161,3.643251,10.526508,8.545972,7.560164,11.858183,8.148037,9.852299,9.769178,9.484081,9.804677,11.911464,10.031862,4.416354,11.807691,6.851406,7.593009,4.748984,2.413627,9.354509,5.934412,10.190328,7.129964,4.28158,7.794946,3.169199,10.748858,9.094441,6.155103,6.141842,4.223562,9.91816,7.580433,5.376259,10.717602,6.722071,8.031827,3.543119,4.893621,11.27757,7.002245,10.721928,11.364478,11.414096,5.976029,9.80267,2.275529,6.309607,5.683231,10.631661,11.162331,6.819508,4.583399,7.904821,9.451084,6.389869,9.928757,7.568975,8.838969,4.673889,11.13571,7.806015,8.045661,11.99612,3.468224,5.693454,11.489255,10.592687,10.188511,7.612455,8.945069
"120",1,13.763484,8.515272,9.344978,2.357167,9.649613,6.091457,8.954661,10.574361,6.985028,7.175102,9.317114,10.593923,5.47112,3.03428,7.091894,6.41793,10.038875,10.507192,8.297989,9.965833,8.435414,4.704145,8.947802,9.760934,6.076769,6.678407,10.007253,10.730517,2.470797,8.058253,8.978134,10.792477,2.735168,2.292698,10.497766,10.226875,8.531003,9.106751,10.732337,8.709667,5.117284,10.603576,12.883681,7.066934,9.831021,8.392715,10.875093,6.586095,7.569648,7.334707,10.385513,7.968249,9.79085,5.63029,12.156983,9.761355,3.292426,10.675556,8.708169,7.046334,12.152293,7.991155,9.839726,9.996078,9.896846,9.956861,11.84772,10.592261,5.109371,12.358527,7.113516,7.753411,5.962706,3.445909,9.785673,6.266901,10.008676,7.696165,4.547135,8.161041,2.99773,9.704831,8.645764,5.821661,6.599916,4.966229,9.604988,8.314428,6.421981,9.991916,6.534427,7.947236,5.628974,5.247281,11.249636,7.657788,11.12529,11.230992,11.825551,5.615855,10.985435,2.324325,7.064355,5.231287,10.757053,10.991848,8.168555,4.399108,8.396557,9.801936,5.86112,10.832376,7.969983,8.817394,4.242208,10.959108,8.395289,8.467331,11.67873,3.31351,5.970268,11.628047,11.642105,11.031175,8.024556,8.197829
"121",1,13.798286,8.466918,9.369174,2.152986,9.277545,6.563724,9.032984,10.563894,7.04875,6.9638,9.322741,10.836859,4.560255,1.889536,7.162709,6.466957,9.972127,10.585712,8.173551,9.724354,8.258617,5.001931,8.970713,9.639868,5.517689,6.451238,10.016955,11.306082,2.541795,8.079335,8.804012,10.70344,2.603956,2.486052,10.532663,9.731906,8.756012,9.065642,10.416058,9.108774,5.110293,11.021783,12.939249,6.91266,9.915145,8.685697,10.777521,6.570722,7.386866,7.195206,10.16963,8.323614,9.993705,5.618237,11.97281,9.820532,3.222159,10.736053,8.67523,7.069156,12.111582,7.772114,9.789761,10.084944,9.918449,10.121433,11.962023,10.700179,4.610517,12.336734,7.735751,7.842175,5.645059,3.012385,9.743816,6.266773,10.078886,7.686586,4.80229,7.944349,3.740484,10.521466,8.74074,6.267207,6.557974,4.268383,9.855719,7.919783,5.829826,9.901263,6.644122,8.110511,4.253297,5.015411,11.210621,7.507059,11.155297,11.344982,11.670864,6.030449,10.995819,1.954382,7.170321,5.512408,10.596645,10.871997,8.242939,4.00814,8.21787,9.623909,5.758467,10.827081,7.800798,9.002945,4.449946,10.882479,8.223537,8.194421,11.898739,3.630719,6.574682,11.389573,11.57609,11.084894,8.071785,8.301608
"122",1,13.791262,9.039794,9.543781,2.459021,9.671682,6.51859,9.31713,10.497461,6.962271,6.868372,9.460691,10.792925,5.218077,2.480409,6.904577,6.092827,9.815859,11.194581,8.502371,10.175603,8.523196,4.981062,9.172629,9.920971,5.13379,6.684532,10.23885,10.88122,2.708907,7.752965,9.224447,10.889846,2.655392,2.448744,10.664817,9.590024,9.192549,9.177171,10.64802,8.933443,4.994439,11.155839,13.06224,7.335523,10.064946,8.377554,10.455767,6.686977,7.048722,7.023479,10.145607,7.782754,9.347463,4.962223,12.30534,10.093871,3.149737,10.798977,8.899866,7.21938,12.002353,7.363349,9.92262,10.047109,9.894857,9.62767,11.808882,10.694921,5.504335,12.407247,7.532088,7.200926,4.979271,3.547683,9.456203,6.399272,10.278668,8.192069,5.012817,7.877987,3.439331,9.994372,8.821012,5.997256,6.112224,5.002013,8.683631,7.180107,5.883314,10.618364,6.903101,9.771558,4.994439,5.023973,10.79781,7.201482,11.054254,11.362733,11.628734,6.254586,11.121203,2.250859,7.282733,5.12502,10.38436,11.050004,8.255494,4.135975,8.452881,10.012036,5.743032,10.734869,7.623764,8.978204,4.804485,10.702214,7.863279,8.301435,11.811649,3.385284,6.209599,11.482383,11.324029,11.287752,7.903053,7.88142
"123",1,14.000454,8.538713,9.047396,2.791845,8.907712,6.306921,8.442982,10.128557,7.322467,7.567323,9.213678,10.987604,4.231228,3.05671,6.828018,6.750785,9.77074,10.313922,8.408129,9.920497,8.678837,4.398106,9.083277,9.19553,4.975475,6.528037,9.703383,11.043062,2.378111,7.608684,8.881135,10.115881,2.674955,2.42996,10.622592,10.511744,8.533304,9.462604,10.622781,8.9637,5.38372,10.345313,12.747537,6.531713,10.397503,9.00916,11.307538,6.880266,7.990131,6.859095,10.938136,8.887205,9.983341,5.333086,12.345916,10.245945,3.054989,10.731747,8.359381,7.157479,11.691982,8.270668,10.014632,10.007508,9.860224,9.876783,12.063078,10.657623,4.868335,12.018053,7.29069,7.517043,5.170465,2.475216,10.006622,5.927737,10.004621,8.035298,4.674664,8.036979,3.646149,10.689752,8.542489,6.410217,6.896614,5.067742,9.60563,7.840476,5.159514,9.847685,6.544477,8.476729,4.104489,5.27046,11.345729,7.32011,11.111794,11.073657,11.553248,5.874405,10.505394,2.152937,7.212928,5.552859,10.200481,10.900156,8.064693,4.075478,7.916581,10.170103,5.587206,10.816243,7.947847,9.211649,4.87492,11.302927,7.986079,7.754606,11.948227,3.470588,6.921247,11.395442,11.483358,11.154002,8.33497,8.534349
"124",1,13.865564,8.509144,9.311944,2.622395,9.394144,6.981418,9.261005,10.262238,6.896729,7.284861,9.149573,10.352214,5.338445,2.718436,7.003719,6.159155,10.016819,10.724486,8.063178,10.368337,8.552175,4.32253,8.954896,10.13584,4.954036,6.805621,10.249615,10.872141,2.351703,7.751446,9.148194,10.997221,2.59242,2.6523,10.505422,10.01102,8.815701,8.873298,10.72784,8.549783,4.988576,11.297153,12.975412,7.074065,10.090171,8.543865,10.793458,6.011852,6.929661,6.935603,10.401635,8.00306,9.464235,5.153314,12.039184,9.760508,3.021877,10.9502,8.652162,7.058267,12.182328,7.738264,9.847655,9.554535,9.972828,9.66681,11.632712,10.73944,5.380411,12.427894,7.593899,7.588634,5.556201,3.329958,9.112592,6.077747,10.173709,7.939372,4.74978,8.28593,3.35064,10.20234,8.523768,6.151486,6.072088,4.561171,9.441635,8.325086,5.29993,9.242831,6.708705,8.390046,5.544757,4.860951,11.303007,7.042414,10.842306,10.992578,11.668589,5.922325,10.884936,2.76931,6.848264,5.592044,10.712798,10.72775,7.96081,4.157118,8.849557,9.898954,6.478564,10.910925,8.121128,8.886332,4.293662,11.004811,8.193728,8.28551,11.755863,3.313385,6.096855,11.47163,11.720787,11.18359,7.962158,8.2902
"125",1,13.978735,8.387629,9.046493,2.821983,8.746534,6.242115,8.449762,10.514646,8.388679,7.593131,8.758562,10.67179,4.717935,2.25187,6.551177,7.069402,9.659698,10.355523,8.112035,9.949235,8.050897,4.68396,9.839,9.408858,5.044128,6.68126,9.641962,10.841952,2.054754,7.276539,8.85383,10.104676,2.626889,2.385099,10.905427,10.264787,8.385952,9.446171,10.414703,9.029532,5.607326,10.551544,12.718346,7.008282,10.206162,9.030038,10.927832,6.314772,8.15124,6.487991,10.803303,8.797751,10.147223,5.484368,12.185835,10.141089,3.077398,10.698474,8.644387,6.942329,11.791529,7.890428,9.870153,10.534088,9.851939,9.933529,12.037468,10.793623,4.849388,12.022068,7.382117,7.523944,4.330634,2.317533,9.631206,5.696127,10.588341,7.811094,4.196381,8.241531,3.515852,10.349492,8.844727,6.529064,6.77445,3.699325,9.754115,8.283056,6.057316,9.868341,6.609686,8.640502,4.392189,4.94972,11.228198,7.504992,11.113839,10.858854,11.401291,6.143847,10.07381,2.372321,7.411858,5.925104,10.555191,10.992114,7.669155,3.859471,8.454111,9.683973,6.005399,10.526076,8.143898,9.17412,4.95878,11.233684,7.945088,8.321935,11.929069,3.771509,6.777691,11.621224,11.402696,10.842362,8.140782,9.127539
"126",1,13.946044,8.417137,9.118147,2.951326,9.147918,6.392941,8.31964,9.559011,7.806323,7.680917,8.864249,10.461694,4.682844,2.274299,7.223766,6.059993,9.899158,9.814631,8.480599,10.537511,8.706333,4.866123,8.868231,8.985552,4.541505,6.056091,10.117408,11.27977,2.385202,6.953296,8.131932,9.831935,2.776299,2.620507,10.67272,10.064389,7.787297,8.738614,10.620415,9.013567,5.19828,10.60563,12.99903,7.320962,10.097987,8.545902,11.389558,6.316266,8.237603,6.587324,10.741295,9.158119,10.266114,3.780426,12.169836,9.716173,3.421314,11.03194,8.182326,7.499368,11.722699,8.738214,9.791293,9.744707,9.567097,9.350863,11.996448,10.794337,5.18789,11.536777,6.509784,6.934961,5.779452,2.465756,9.51055,6.203592,10.207214,7.949848,4.141772,8.170328,3.456128,10.809909,8.261301,5.927938,5.450979,4.657136,9.750303,7.758412,5.138428,10.453874,6.725009,8.132323,3.181961,4.539722,11.239033,7.063392,11.127607,11.020003,11.289777,6.112154,10.226391,2.144397,8.095302,5.603873,10.211377,10.16498,7.278201,4.346658,7.551163,9.934181,5.531623,10.672453,8.537212,9.271529,4.935982,10.791559,7.435233,7.382752,12.056564,3.709922,6.674915,11.589271,11.573079,11.167169,7.514341,8.775864
"127",1,13.746184,8.961555,9.002208,2.949885,9.132358,7.072676,8.406444,10.026956,7.046202,7.629305,8.600248,10.550018,3.951389,2.293257,6.741041,6.677304,9.866783,10.290833,8.015288,10.585145,8.475478,4.35257,8.737198,9.568926,4.927069,6.820706,9.698734,10.970541,2.157061,8.221441,8.889971,10.424194,2.525711,2.401652,10.835813,9.870178,8.541448,8.988911,10.790201,8.629887,5.266634,10.904976,12.836116,7.199953,10.363417,8.587438,10.950051,6.275538,7.659931,7.140567,10.336397,8.496993,10.082987,5.272857,12.210696,9.694005,3.753991,10.766798,8.366859,7.524825,11.780325,8.045294,9.64122,9.784618,9.753958,9.37147,11.833302,10.693805,4.656445,11.838017,7.08147,7.116718,5.449544,2.817669,9.222669,6.429547,10.46588,7.420878,3.962575,7.706984,3.001279,10.250753,8.602723,5.758094,5.97042,3.684743,9.503143,7.804659,5.081968,9.190472,6.627179,8.645608,5.118366,4.661812,11.097462,7.074757,10.983547,11.541579,11.554557,6.132716,10.510896,2.998251,7.602177,5.677676,10.576223,10.841191,7.517345,3.667292,8.032574,9.766067,5.497674,10.768211,8.225094,8.648532,4.745669,10.808125,7.630996,8.362475,11.836599,3.512478,5.95991,11.338513,11.212384,10.861434,8.101216,8.452092
